,0,filename
68,"Sartre said hell is other people. well, what does this thinker mean? I'm confused.",30.txt
69,"mantis shrimp, honey badger ... these are crazy interesting, terrifyingly stunning creatures.
miracles of nature always shake me violently.",31.txt
70,"When you can't find a topic, your biggest resource should be your friends. Because when you search for the subject of writing elsewhere, you are no different from the strange looking for a needle in a haystack. While I was thinking about what to write tonight, Nesli ?? e ?? I said, he goes right foot ?? What would a person be happy with? write this.?? said. Why did you want that, my buddy, are you unhappy? Are you looking for my happiness? Don't be sad, here you are. :) Actually, you are a master at this job. ;)

In fact, this thing that is sought after is not something that is barely found. Everything is very simple in life anyway; but knowing to look, wanting to do is important. When I look at my past like this, I can say that I am 90 happy, 5 still, 5 in 3 gaps, 2 unhappy. Maybe most people haven't even seen that & percnt; 2, maybe it & percnt; 2 is actually & percnt; 22 with what I've experienced inside; However, the rate is very low in my heart because I have never worried or tried to wear it.

How is this work? Some actually call it polyannism, some are vagrants, some are malevolent. But I say looking positive. Don't make things big, even if you get angry or mad, wipe them out of your brain in the short term or hit jokes.

This is actually that simple. But the real thing is that it can do that. He believes he can do this. Doesn't it all start with believing anyway? If you don't have faith, the X is in the upper right corner, the bread knife is on the counter in the kitchen. ;) So, did not it happen, you were going to talk about happiness, Doğan! You went to death, suicide, are you crazy? I'm not too smart anyway, don't ask this question much. If you want to be happy anyway, be a little crazy. What did they say, I would be clever and be crazy that I will suffer the world? :D

Anyway, let's not distribute the subject too much, let's not be silly, let's not be Ajdar. :D

A person can be happy with everything, sound a little hedonistic; but there is no need to exaggerate that much. One has to know what he wants, or what life can give him. Everything starts with knowing yourself, if you know yourself, know your competencies, know your skills, know what you want, if you can send me 1000 TL per month for good, you can be perfectly happy. :D

The questions can sometimes be difficult, and one can look for difficult answers to these difficult questions. This is a mistake for me. Because the answer to the hardest question is actually the simplest. As I keep repeating. You can be happy by not looking at things complicated, assimilating, sometimes laughing, sometimes cursing ??

They asked Abidin Dino, Abidoş, can you draw a picture of happiness for us? You said shame, am I going to offend you? And seated drew:

It is beautifully drawn, beautiful and simple. This is actually the answer to the question. How can we be happy?

Looking at life beautiful and simple ?? ..",4.txt
71,"I do not know if the title and the text will match, but this is an area where I can do whatever comes out of my mind, isn't it?

When I opened the blog and started writing, there were things I wanted to do. I was thinking a lot of things, but again and again I did not do any of them. I don't know why I'm so lazy and can't find anything to push me from behind .... What was the blog's purpose; to learn and to ensure that what I learned is permanent by writing here, and moreover, to be able to say to myself ""Yes, look what I have learned since the beginning, now I am less inadequate"". But what have I done? I always run away when I have difficulties, is this why it happens? Is it because I'm trying to push myself ??? I guess I should be able to turn it into something I enjoy ...

I think one of the things I chose as the escape route was reading blogs in diary form. I read one or two blogs that I have chosen for a long time, from the beginning to the end, finally finished and now I am just reading the new articles :) Then I switched to make-up blogs. That was fine though. My eyes widened and I found the blogs of friends that I had met on the internet before. There was only one bad side of these make-up blogs, which of course it was the fact that I tried to suppress but I couldn't have been very successful anyway ...

Anyway I needed some maintenance, at least I can take care of myself with this gas",41.txt
72,"I am a university student who has a passion for electronics, tries to adapt to what he believes to make life easier, enjoys researching and learning. Life is a game for me in its simplest form. Playing this game is fun for me as long as it has emotion. It doesn't matter whether it is fear, excitement, pain, joy, pride, disappointment, sympathy or curiosity. I am in the game as long as I feel it, and as long as I stay in the game, I am happy.

What I believe is very simple in this life. I like to look at the whole of the Earth rather than see the boundaries between countries. In short, I share the same Earth with everyone who aspires to do something good in this life, regardless of their religion, color or opinion. The life I live is more important to me than thinking about what will happen after this life.

I write whatever comes to mind whenever I find time. Sometimes I talk about a city that I admire and sometimes I evaluate a movie I like on this blog. Sometimes I scribble something on the stock market, and sometimes I explain things that I think might be useful for people. In short, this is a part of the game I am playing.",42.txt
73,"Before starting to write, let me state that I am very confused, as in the title, if you say who is confusing, I will answer: YOU ALL ... you are not confident, but I have no confidence in many of you anymore and I suffered from my close friends ... maybe I felt the same pain with their pain. well), maybe I suffered the pain they gave me ... why my dear friends, when the time came, went away and the enemies were cut off and then they returned again, now they are turning blah blah blah blah ... That's why I do not understand the friendship and trustworthiness of every human being.

The most important point is that: WHY THE PEOPLE WHO TELL ME THAT I LOVE ME TASTE ME HARD, IS THE PROBLEM WITH ME, IS THEM? DID YOU UNDERSTAND, O dear ..

This life has made me like that, I can no longer choose the right personalities, the right interpretations ... I cannot act according to my head ... so I sometimes wonder if I can suppress the emotional parts of my brain with some drugs and I am looking for it, maybe I will find that drug and be comfortable. ... I want that medicine. It is human, but it moves away from the place where it should have an effect and the treatment is progressing in a negative way, the fire is close, my friends, because the day of the body is near ... You are very close, I think this bad about you ..
Well, why do I think like that, why did I be like this: of course you guys did me like this, let's object, my voice will not be heard ... let me say it again: I can still say I love you to my painful friends, it makes me happy to give them happiness no matter how absurd it is. Also, this shows a very painful situation ...

The unhappiness I am experiencing at the moment is perhaps more than any happiness to be experienced, more happy ..

I do not want to end my mind, but I do not want to tire you too much, but maybe I do not exaggerate 50 times of writing about you, my friends, I just lie in me, a huge giant, I don't want to take that giant out. he can't stand up, let him sleep unaware of the world ..

More ..!",43.txt
74,"When the topic came up today, it came to my mind, I get nervous about the cauliflower meal. I don't even remember its taste since I haven't eaten it for a long time, so I can't be nervous about it. but its scent is enough to infuriate me. I stay away from the kitchen and the school cafeteria, if there is one at dinner. I do not listen to all of my mother's words ""but you ate a lot when you were small"" and I run away from the table.

How lovers love too, frankly I do not understand.

2 comments:
Hussein said ...
Why did you put your picture?

Isn't something like cauliflower loved? What a shame. Don't be nervous about me :)

First, you will boil the cauliflowers for 15 minutes over high heat. Then you will wash it off with cold water. You will pour the special sauce on it before putting it on a tray and putting it in the oven. Sprinkle grated cheese on top of it and give it to the oven at 200 degrees for 20 minutes. Take it out and eat :)

Let me give you the sauce recipe :)
Yoghurt, oil, eggs, salt, flour and chili pepper will be mixed thoroughly. The one who knows how to cook knows the measurements anyway.",44.txt
75,"Wasn't it always like that, we thought when we were alone

Wasn't it always like that, we used to be sad when we had pessimistic days

Wasn't it always like that, we were ashamed to say our love

Wasn't it always like that, our cheeks blush when we saw it beautiful

Wasn't it always like that, looking down when we couldn't answer

Wasn't it always like that, trying to show ourselves in what we know best

Wasn't it always like that, our neighbors were always our safety

Wasn't it always like that, when he was at home he would fall in the neighbor

It wasn't always like that, if someone we don't know falls down, going to help first is in the half

Wasn't it always like that, friends with everybody

Wasn't it always like that, our friends were many

It wasn't always like that, we used to believe what was said to everyone without digging gold

Wasn't it always like that, aunt means mother half

Wasn't it always like that, work means sweat

Wasn't it always like that, the letter to a lover means love itself

Wasn't it always like that, time with grandpa is our happiest time

Wasn't it always like that, not to change the taste of our grandmother caressing our head

Wasn't it always like that, being poor and poor sharing

Wasn't it always like that, it saddens me that they don't end up

It will always be like that after that, I hope.",45.txt
76,"I shouldn't be a stranger too much .. it's been a long time .. Where have I been? I think I left it in a messy time again .. in a state of affliction with everything in his face ..

 

During this long time I decided that my dreams should remain as a dream .. then I said to run after it .. then that it should stay like this .. how do I do it .. not just me but you, him, them, people .. when I go, I thought we got used to our absence .. to be to stay with our pure feelings, to be our best friends again - but actually much more of us .. We shed a lot of tears, we were sad… I wish we could erase these mistakes and go back to the beginning .. If we were the old us .. we were very happy back then. Sometimes I say, we were even more happy .. at least you definitely were :(

 

I guess these were the things that should have happened .. going back to the past .. even now this is what should happen .. I guess ...

 

but I missed you so much :( I missed every beautiful thing .. I missed you .. seeing, talking, laughing, scent, skin, kissing, touching, everything .... always asking if you missed me .. if I can not tell you that I missed by making you feel, in my dreams If I am not telling you that I am with you, if I am not saying that I never lost my mind to the lost times, not because I missed it, because I don't want to hurt you anymore .... otherwise I missed you so much ...... much more than you missed ....",46.txt
77,"Just
I went out to the balcony again to breathe easy ??
I was overwhelmed by everything
Somewhere deep inside me that I don't know
As if there was a problem
A little cold
Nobody understands me
and my whole body was overlapping
Then I looked at the sky
In the gloomy night
First to the moon
Then I looked at the shining stars
I thought of you for a moment
And I felt warm inside
It was a strange feeling
Then a Little Snowflake
He fell on a car with the effect of the wind
and snowflakes flew in the desolate darkness without you ??
I was alone again alone again
Then I got lost again
I sleep
I want to sleep
After all these sleepless nights
I want to have a comfortable sleep
And I just wish I could sleep
If I sleep, I will not wake up
If I sleep so as not to be without you ??",47.txt
78,"I don't remember where I read this, but whenever I tell someone, I can see the effect on their faces.

Tell a story. An orange, if I cut it and eat it, it tastes orange; If I peel it with my hands and eat it, it tastes orange again. If I throw the orange against the wall and eat the splinters, it tastes orange again. If I put it on the table, punch it and smash it, it tastes orange again. In other words, the price of orange does not offer a different taste to the eater. Orange does not change its orange color. Of course, the question is water; Can you be an orange?",48.txt
79,"One day I faced my life
I learned to laugh while crying
Maybe I missed being happy I don't know
as life has done to me
I wouldn't turn my back on myself anymore
I must live his life, how long I have left
Will I be tomorrow?
I don't want to die unhappy
if i will see the day
If I was going to die I would die happily
Don't look at my weakness
I will fight if necessary
if necessary, I can shield my heart
But now I can't be defeated by you, life ...
Losing does not hurt me anymore
Breathing taught me not to submit
maybe it's ridiculous maybe just wrong
but if I'm alive don't steal a day from my life
every minute should be happiness
I have to smile every moment
i don't think what i left behind
Won't I go back to my memories
go out now
take everything that is cruel
I buried my unfit tears in the ground

I'm strong but nobody will see my weakness anymore
MUTLYUM NOW
WILL GO TO HOSUN ...",49.txt
80,"Nedim Özbey, the coach of İstanbul Büyükşehir Belediyespor, who became the champion for the first time in its history by eliminating Fenerbahçe in the Aroma Men's Volleyball First League play-off final series, said that they are happy to win.

Speaking to Anadolu Agency (AA), Nedim Özbey stated that they were fighting in a very tough league and that they won the championship by beating very strong teams. Özbey noted the following:

“It's a very nice feeling. 35 years ago, we became champions with the name of IETT. I was a player in the championship back then. That is why we are very happy to have reached this championship. It is more pleasing that the team coached by a Turkish coach is the champion in the play-off series with six foreign coaches.

Özbey explained that playing against Fenerbahçe, the champion of the last season in the play-off finals, motivated them even more and said, “It is also pleasing for us to win this championship against a strong team like Fenerbahçe. We will continue to do good deeds for volleyball. ''

Reminding that they will compete in the European Champions League next season, Nedim Özbey said :,

'' We are a team that plays a team game. I tried hard until I did this. I don't want it to be a single person system. We will build a few reinforcements on this team and prepare well for the Champions League. In volleyball, it is necessary to bring Turkey to a good place in the Men's Champions League. Our goal is to play the final of four. It is very difficult, but as Istanbul Büyükşehir Belediyespor, we will come out of it. ''

Özbey also stated that the championship they won is an indication of the services of Istanbul Metropolitan Municipality to amateur branches.",5.txt
81,"Youmake me sad.! I noticed today that you are making me sad. You were gone yesterday. There were people I wanted to see yesterday. I have wanted to see it for a very long time. And I forgot you You never thought of for a day. My whole day was perfect with the joy of seeing them. If you ... I am sorry when you cannot be. I am not sad when they are away, I am happy when they are. You are not there while you are.! Here I am sorry for that. But I am sad after all. Could I explain?",50.txt
82,"I AM SAD NOW

Just a year ago, you left me
I was full and overflowing, I was in trouble
Saying that you are poor, not with you;
I'm sorry now that you left me.

I loved you the way you are
I said there is no yacht on my floor
I gave this loving heart to you
My heart is not enough, now I am sorry.

More than me you loved money
You said I don't believe in happiness without it
Then you gave your heart to the rich
Your face wasn't laughing, now I'm sorry.

You couldn't get me out of that heart
You couldn't find the love you were looking for
Happiness with your money you couldn't get it
You regretted it very much, now I'm sorry.

Last week you sent me a letter
Pages full of hell you wrote
You built the gallows, hanged the halter
Your fault is your fault, now I'm sorry",51.txt
83,"I heard, my friend Acar, I'm divorced! I don't know why, actually I don't know him properly, but if a couple gets divorced and that couple has three daughters, that's sad. Think about it, a marriage that begins with love, when getting married, one never thinks of divorce. I am good, may God give patience to my friend and family, but I hope he will not go as far as divorce. Meeting you really made me very happy.
I am very sorry for Acar, I hope these are words spoken in anger.
Samet is a very sweet child, may God give mother and father long lives, my dear.",52.txt
84,"LOVES ENJOYING IN CHAMBERS

How many taverns I wandered tonight I forgot
How many glasses I drank from the sorrowful wines
How many times have I sworn not to drink again
How many times did I get drunk tonight, I forgot it too

Such a mad love would not have come to my mind
I couldn't take myself out of the pubs
I found myself in the morning at your door every night
I forgot myself thinking of you

Day and night mingled with each other, I couldn't choose
I made spring winter, never understood that the months passed
I fell in love with you like a lilac
I'm tired of drinking and loving

How many taverns I wandered tonight I forgot
I don't remember how many times I've been stacked on the tables
I see you in dreams, I dream of you
I'm burning with the fire of love in me

ADİL ÖZBEK




 


Permalink Comment (5) Write a comment! Send to a friend!

5 comments written

Posted by anemonunmutfagi | Date: 14/8/2008
Subject: hello

I loved the late Mr. Adil very much, too. His death caused great sorrow, let the place be paradise ...

Connection »»

Posted by: cukurbagkoy | Date: 8/8/2008
Subject: SLM

YOUR VOLUNTEER IS BEAUTIFUL, YOUR HEART IS BEAUTIFUL. I LIKE YOUR BLOG. I WANT TO BE YOUR FRIEND. THANKS FOR EVERYTHING. HEALTH AND HAPPINESS.

Connection »»

Posted by: fainting | Date: 5/7/2008
Subject: mrb

mrb friend, it has been a very nice blog. I wish you continued success. This is my site.

Connection »»

Posted by alpkaytan | Date: 3/7/2008
Subject: good oil lamps ..

Those who enter the rose garden either become roses or smell roses ..
May the scent of MUHAMMET S.A.V., the most beautiful rose of the universe, always be on us ..
blessed our oil lamp ..


Connection »»

By: www.berrince.com | Date: 1/7/2008
Subject: I'm Sorry

I'm really sorry. May Allah give patience to his family and all his relatives.

www.berrince.com

Connection »»",53.txt
85,"I'm sorry,
I feel sorry for those who deny our glorious honorable history
I'm sorry,
Misak- I feel sorry for those who ignore that our mileage is gained through blood, tears and wisdom.
I'm sorry
I feel sorry for those who sell their nobility, essence, glory, honor, dignity, for the sake of their own benefit.
I'm sorry
Where humanity, wisdom, wisdom, nobility, essence, mercy, mercy hit the bottom
I feel sorry for a Turkey
I'm sorry
I feel sorry for those who move away from science, science and modernity and take reaction, bigotry and bigotry as a reference.
I'm sorry
I am sorry for the deaf ears, the blind eyes that abandoned secular democracy, modern law, enlightenment
I'm sorry
___________________________ I am looking for lost humanity

Our enthusiasm and historical consciousness are becoming less important every day, where our national feelings are lost more and more every day.
that nobility has replaced the concepts of essence, valor, cowardice, serpent that does not touch me, long live, to moisture
that people bury their heads in the sand, that their ass is outside, and that they are content with all kinds of negativity, oppression,
Aziz Nesinlik, where a society rapidly proliferates and becomes widespread.
Every day he is distancing himself from Atatürk's Turkey, national feelings and homeland perver,
One step closer to his submission to his foreign admiration and hegemony,
We are faced with an Ataturk's Turkey, where the Nation State, the Secular Republic, the Contemporary Law have lost.
Where is the spirit of Çanakkale, where is the struggle for independence, where is the holy homeland where the National Pact was drawn with tears of blood
Under the guise of democracy, fascism is in demand, the right to the law and the trust in justice are decreasing day by day.
The image of the rich, the rich poorer, the stronger is getting stronger, and laws are made according to individuals.
Sovereignty Unconditionally The image of the nation is weakening, leader chipboard, gaining momentum, politics is getting dirty
Cults Congregations are taken as reference, contemporary modern education is bleeding
I hit indifference misery, suffering and absence are in demand,
Impoverish it, keep it addicted, ignorant it, beg you are panned
My Saint Gentle Citizen hibernates
For God's sake, can you tell what's going on in Mustafa Kemal ATATÜRK's Turkey?
I'm sorry, I'm sorry, I'm sorry, the noble blood in my veins says don't be quiet, maybe snow water will run into deaf ears, it says waking up in heedless sleep
Best regards
______Ali Cemal AĞIRMAN ____ HERE IS THE WINDOW OF Despair. Here is the window of despair and despair, poverty does not come out of poverty, no voice of the poor, because he is his honest son, his sun is obviously blackened ... AHMET NECDET SEZER History, Do not know. Its geography. Others draw it, said Yüce Atatürk. Exist, long live. Our President, Mr. Ahmet Necdet SEZER. Our nation ...",54.txt
86,"Contrary to the silence of what I cannot tell, this is a rebellion that my hands never keep silent ... I found my freedom, my hopes, my dreams, my expectations, my beliefs in my silent hands, to touch the hearts surrounded by a sparrow timidness in a brave style ... Welcome to the country of my freedoms ... Deniz Ulutaş
Being an unwanted person to be heard.

I'm sorry friend;

To be the nobody who is frustrated every time ...

I'm sorry friend;

The halal that he earned was taken away as haram, from being nobody ....

I'm sorry friend;

What is left of me, like me, which is also called seventy million

because sixty nine million nine hundred ninety-nine were nobody ...

I'm sorry friend;

Since those who call us seventy million never can be seventy million ...

And I feel most sorry for this friend;

Since what we are nobody in your eyes, nobody in my eyes .....",55.txt
